time,GSR,,,,,,,,,,
-120.51,39.52,,,,,,,,,,
-118.42,34.09,,,,,,,,,,
-119.5,35.27,,,,,,,,,,
-122.91,39.07,,,,,,,,,,
-122.46,37.77,,,,,,,,,,
-121.54,36.99,,,,,,,,,,
-118.45,34.19,,,,,,,,,,
-117.95,34.05,,,,,,,,,,
-120.56,35.48,,,,,,,,,,
-122.46,37.65,,,,,,,,,,
-117.85,33.76,,,,,,,,,,
-118.21,33.92,,,,,,,,,,
-118.17,33.98,,,,,,,,,,
-121.79,37.34,,,,,,,,,,
-117.98,33.83,,,,,,,,,,
-118.43,34.3,,,,,,,,,,
-121.69,39.36,,,,,,,,,,
-117.27,33.77,,,,,,,,,,
-122.41,37.59,,,,,,,,,,
-117.48,34.1,,,,,,,,,,
-117.06,32.7,,,,,,,,,,
-121.92,36.63,,,,,,,,,,
-120.44,37.31,,,,,,,,,,
-117.18,32.7,,,,,,,,,,
-121.57,39.12,,,,,,,,,,
-122.21,37.79,,,,,,,,,,
-118.91,35.3,,,,,,,,,,
-121.95,37.32,,,,,,,,,,
-121.35,38.68,,,,,,,,,,
-121.28,38.76,,,,,,,,,,
-118.35,33.89,,,,,,,,,,
-121.98,37.97,,,,,,,,,,
-120.02,38.92,,,,,,,,,,
-122.28,37.77,,,,,,,,,,
-118.06,34.58,,,,,,,,,,
-119.02,35.38,,,,,,,,,,
-122.43,37.79,,,,,,,,,,
-118.07,33.86,,,,,,,,,,
-122.3,38,,,,,,,,,,
-117.17,33.28,,,,,,,,,,
-117.3,34.14,,,,,,,,,,
-117.71,33.6,,,,,,,,,,
-122.5,37.78,,,,,,,,,,
-122.72,38.45,,,,,,,,,,
-118.43,34.18,,,,,,,,,,
-118.03,33.97,,,,,,,,,,
-118.42,33.99,,,,,,,,,,
-118.29,33.96,,,,,,,,,,
-117.98,33.73,,,,,,,,,,
-121.91,39.14,,,,,,,,,,
-119.59,36.64,,,,,,,,,,
-118.33,34.11,,,,,,,,,,
-120.63,38.75,,,,,,,,,,
-122.12,37.75,,,,,,,,,,
-118.35,33.95,,,,,,,,,,
-120.44,34.96,,,,,,,,,,
-117.08,33.12,,,,,,,,,,
-121.27,38.61,,,,,,,,,,
-120.07,36.96,,,,,,,,,,
-117.66,34.06,,,,,,,,,,
-117.06,33.01,,,,,,,,,,
-117.92,33.73,,,,,,,,,,
-117.93,33.92,,,,,,,,,,
-122.59,38.92,,,,,,,,,,
-118.14,33.84,,,,,,,,,,
-120.79,37.08,,,,,,,,,,
-117.6,34.11,,,,,,,,,,
-122.02,37.55,,,,,,,,,,
-118.14,33.97,,,,,,,,,,
-122.31,37.54,,,,,,,,,,
-122.26,37.83,,,,,,,,,,
-121.88,37.68,,,,,,,,,,
-122.53,37.94,,,,,,,,,,
-117.71,33.63,,,,,,,,,,
-120.1,39.19,,,,,,,,,,
-117.77,33.72,,,,,,,,,,
-118.01,33.84,,,,,,,,,,
-122.19,37.71,,,,,,,,,,
-120.36,38.21,,,,,,,,,,
-117.32,34.03,,,,,,,,,,
-117.71,34.02,,,,,,,,,,
-118.26,33.91,,,,,,,,,,
-121.94,36.58,,,,,,,,,,
-121.76,37.69,,,,,,,,,,
-121.94,36.55,,,,,,,,,,
-122.64,38.01,,,,,,,,,,
-119.34,36.34,,,,,,,,,,
-122.06,37.27,,,,,,,,,,
-117.94,33.73,,,,,,,,,,
-118.44,33.98,,,,,,,,,,
-117.69,34.01,,,,,,,,,,
-117.87,34.15,,,,,,,,,,
-119.69,36.38,,,,,,,,,,
-122.28,38,,,,,,,,,,
-118.33,34.04,,,,,,,,,,
-118.17,34.07,,,,,,,,,,
-117.95,34.14,,,,,,,,,,
-118.28,33.79,,,,,,,,,,
-120.86,37.69,,,,,,,,,,
-120.15,39.17,,,,,,,,,,
-117.05,32.71,,,,,,,,,,
-121.44,38.52,,,,,,,,,,
-118.5,34.19,,,,,,,,,,
-121.44,37.76,,,,,,,,,,
-121.95,37.37,,,,,,,,,,
-122.43,37.77,,,,,,,,,,
-118.28,34.01,,,,,,,,,,
-118.28,33.84,,,,,,,,,,
-118.33,34.04,,,,,,,,,,
-118.27,33.95,,,,,,,,,,
-120.42,34.91,,,,,,,,,,
-117.1,32.83,,,,,,,,,,
-121.89,36.89,,,,,,,,,,
-118.22,33.96,,,,,,,,,,
-117.27,33.02,,,,,,,,,,
-121.29,38.68,,,,,,,,,,
-121.95,37.31,,,,,,,,,,
-118.96,35.37,,,,,,,,,,
-121.88,36.58,,,,,,,,,,
-117.25,34.41,,,,,,,,,,
-118.38,33.77,,,,,,,,,,
-114.55,32.8,,,,,,,,,,
-119.81,34.44,,,,,,,,,,
-117.12,33.49,,,,,,,,,,
-118.32,33.8,,,,,,,,,,
-122.18,37.73,,,,,,,,,,
-118.1,34.13,,,,,,,,,,
-122.27,40.39,,,,,,,,,,
-121.94,37.73,,,,,,,,,,
-121.29,38.63,,,,,,,,,,
-117.59,33.44,,,,,,,,,,
-118.44,34.19,,,,,,,,,,
-118.15,34.03,,,,,,,,,,
-116.48,33.8,,,,,,,,,,
-118.41,33.98,,,,,,,,,,
-121.05,37.65,,,,,,,,,,
-122.42,37.8,,,,,,,,,,
-117.31,34.11,,,,,,,,,,
-116.99,32.76,,,,,,,,,,
-122.11,37.89,,,,,,,,,,
-122.27,37.8,,,,,,,,,,
-121.87,37.38,,,,,,,,,,
-118.2,33.77,,,,,,,,,,
-117.12,32.57,,,,,,,,,,
-118.33,34,,,,,,,,,,
-117.17,32.82,,,,,,,,,,
-120.36,40.45,,,,,,,,,,
-116.52,33.81,,,,,,,,,,
-119.82,36.77,,,,,,,,,,
-118.35,33.87,,,,,,,,,,
-117.34,34.49,,,,,,,,,,
-118.55,34.17,,,,,,,,,,
-122.11,38.09,,,,,,,,,,
-122.26,37.56,,,,,,,,,,
-121.35,38.66,,,,,,,,,,
-118.21,34.04,,,,,,,,,,
-118.34,34.07,,,,,,,,,,
-117.88,34.13,,,,,,,,,,
-117.87,33.84,,,,,,,,,,
-117.34,34.08,,,,,,,,,,
-118.33,34.02,,,,,,,,,,
-118.33,33.79,,,,,,,,,,
-119.29,35.76,,,,,,,,,,
-117.09,32.62,,,,,,,,,,
-121.81,37.25,,,,,,,,,,
-120.29,37.94,,,,,,,,,,
-120.7,35.14,,,,,,,,,,
-118.17,34.06,,,,,,,,,,
-117.99,33.93,,,,,,,,,,
-118.25,34.22,,,,,,,,,,
-118.11,33.83,,,,,,,,,,
-122.04,37.33,,,,,,,,,,
-119.67,36.57,,,,,,,,,,
-119.56,36.71,,,,,,,,,,
-122.35,37.96,,,,,,,,,,
-117.08,32.58,,,,,,,,,,
-118.61,34.2,,,,,,,,,,
-118.24,34.14,,,,,,,,,,
-118.4,34.03,,,,,,,,,,
-116.98,33.26,,,,,,,,,,
-117.93,33.68,,,,,,,,,,
-122.25,37.47,,,,,,,,,,
-118.19,33.84,,,,,,,,,,
-118.45,34.32,,,,,,,,,,
-122.14,39.97,,,,,,,,,,
-118.3,34.02,,,,,,,,,,
-117.9,33.73,,,,,,,,,,
-121.58,39.15,,,,,,,,,,
-121.95,38.35,,,,,,,,,,
-117.69,34.07,,,,,,,,,,
-117.08,32.74,,,,,,,,,,
-118.29,34,,,,,,,,,,
-123.8,39.46,,,,,,,,,,
-119.12,35.33,,,,,,,,,,
-121.8,37.34,,,,,,,,,,
-117.09,32.75,,,,,,,,,,
-122.13,37.43,,,,,,,,,,
-117.98,33.76,,,,,,,,,,
-122.33,37.94,,,,,,,,,,
-121.44,38.54,,,,,,,,,,
-118.02,33.7,,,,,,,,,,
-117.88,33.84,,,,,,,,,,
-120.46,37.31,,,,,,,,,,
-118.31,33.72,,,,,,,,,,
-117.82,33.67,,,,,,,,,,
-117.99,33.87,,,,,,,,,,
-119.8,36.86,,,,,,,,,,
-121.47,38.58,,,,,,,,,,
-117.6,33.87,,,,,,,,,,
-117.1,32.75,,,,,,,,,,
-117.88,33.76,,,,,,,,,,
-118.35,33.99,,,,,,,,,,
-121.81,37.31,,,,,,,,,,
-120.43,34.9,,,,,,,,,,
-118.19,34.05,,,,,,,,,,
-117.89,33.91,,,,,,,,,,
-118.27,34.02,,,,,,,,,,
-116.73,34.52,,,,,,,,,,
-121.5,38.52,,,,,,,,,,
-120.61,35.12,,,,,,,,,,
-120.63,36.98,,,,,,,,,,
-117.06,32.59,,,,,,,,,,
-119.02,35.42,,,,,,,,,,
-118.14,34.03,,,,,,,,,,
-118.31,33.73,,,,,,,,,,
-121.94,38.37,,,,,,,,,,
-122.51,37.92,,,,,,,,,,
-119.45,36.16,,,,,,,,,,
-118.19,33.97,,,,,,,,,,
-116.71,33.75,,,,,,,,,,
-118.28,33.99,,,,,,,,,,
-118.12,33.85,,,,,,,,,,
-122.53,37.63,,,,,,,,,,
-121.06,37.73,,,,,,,,,,
-120.88,38.45,,,,,,,,,,
-117.11,32.58,,,,,,,,,,
-117.9,33.65,,,,,,,,,,
-121.87,37.66,,,,,,,,,,
-121.3,37.96,,,,,,,,,,
-117.8,33.85,,,,,,,,,,
-118.55,34.2,,,,,,,,,,
-118.44,34.24,,,,,,,,,,
-117.91,33.88,,,,,,,,,,
-118.51,34.23,,,,,,,,,,
-119.15,34.17,,,,,,,,,,
-122.08,37.9,,,,,,,,,,
-122.41,37.71,,,,,,,,,,
-122.22,37.47,,,,,,,,,,
-117.87,33.92,,,,,,,,,,
-122,36.97,,,,,,,,,,
-117.07,32.6,,,,,,,,,,
-118.16,34.06,,,,,,,,,,
-117.05,33.03,,,,,,,,,,
-117.24,33.2,,,,,,,,,,
-119.73,34.45,,,,,,,,,,
-117.32,33.17,,,,,,,,,,
-121.83,37.27,,,,,,,,,,
-122.32,40.42,,,,,,,,,,
-121.77,36.94,,,,,,,,,,
-118.27,33.79,,,,,,,,,,
-117.93,33.83,,,,,,,,,,
-117.11,32.82,,,,,,,,,,
-119.23,35.74,,,,,,,,,,
-122.47,37.71,,,,,,,,,,
-121.93,36.63,,,,,,,,,,
-117.28,33.02,,,,,,,,,,
-118.99,35.24,,,,,,,,,,
-119.14,36.23,,,,,,,,,,
-122.42,40.59,,,,,,,,,,
-117.09,32.66,,,,,,,,,,
-118.14,34.7,,,,,,,,,,
-122.04,36.98,,,,,,,,,,
-117.02,32.8,,,,,,,,,,
-117.29,34.49,,,,,,,,,,
-122.09,37.21,,,,,,,,,,
-121.01,37.65,,,,,,,,,,
-116.77,33.08,,,,,,,,,,
-121.96,37.34,,,,,,,,,,
-119.7,34.42,,,,,,,,,,
-119.46,35.17,,,,,,,,,,
-122.01,37.3,,,,,,,,,,
-118.06,33.83,,,,,,,,,,
-118.4,34.19,,,,,,,,,,
-119.63,34.44,,,,,,,,,,
-117.89,33.77,,,,,,,,,,
-119.54,36.52,,,,,,,,,,
-118.43,34.17,,,,,,,,,,
-117.1,32.58,,,,,,,,,,
-122.28,37.79,,,,,,,,,,
-118.32,34.11,,,,,,,,,,
-118.42,34.02,,,,,,,,,,
-119.56,36.51,,,,,,,,,,
-122.42,37.78,,,,,,,,,,
-120.91,37.73,,,,,,,,,,
-122.08,37.59,,,,,,,,,,
-121.77,37.31,,,,,,,,,,
-117.05,33.03,,,,,,,,,,
-121.95,37.26,,,,,,,,,,
-119.03,35.42,,,,,,,,,,
-121.53,38.6,,,,,,,,,,
-118.16,33.96,,,,,,,,,,
-121.89,36.6,,,,,,,,,,
-117.07,33.67,,,,,,,,,,
-122.39,37.59,,,,,,,,,,
-118.44,34.05,,,,,,,,,,
-121.35,38.04,,,,,,,,,,
-122.42,37.76,,,,,,,,,,
-118.02,33.94,,,,,,,,,,
-121.32,38.03,,,,,,,,,,
-118.38,34.05,,,,,,,,,,
-119.29,36.54,,,,,,,,,,
-117.76,33.54,,,,,,,,,,
-122.29,38.29,,,,,,,,,,
-117.8,33.81,,,,,,,,,,
-121.95,37.35,,,,,,,,,,
-117.87,33.99,,,,,,,,,,
-121.46,38.56,,,,,,,,,,
-117.99,34.08,,,,,,,,,,
-121.53,38.5,,,,,,,,,,
-121.14,37.52,,,,,,,,,,
-118.29,33.89,,,,,,,,,,
-117.1,33.09,,,,,,,,,,
-123.2,39.23,,,,,,,,,,
-117.12,32.76,,,,,,,,,,
-120.44,34.96,,,,,,,,,,
-115.56,32.78,,,,,,,,,,
-121.47,38.56,,,,,,,,,,
-121.68,37.93,,,,,,,,,,
-118.1,34.14,,,,,,,,,,
-118.43,34.22,,,,,,,,,,
-120.97,37.66,,,,,,,,,,
-119.34,34.39,,,,,,,,,,
-118.5,34.2,,,,,,,,,,
-120.98,38.67,,,,,,,,,,
-118.35,34,,,,,,,,,,
-122.49,38.22,,,,,,,,,,
-118.32,33.97,,,,,,,,,,
-117.13,32.69,,,,,,,,,,
-117.03,33,,,,,,,,,,
-122.26,38.02,,,,,,,,,,
-117.27,32.85,,,,,,,,,,
-117.94,33.86,,,,,,,,,,
-119.31,34.7,,,,,,,,,,
-122.1,37.61,,,,,,,,,,
-118,33.9,,,,,,,,,,
-117.37,33.98,,,,,,,,,,
-121.52,38.65,,,,,,,,,,
-118.46,34.07,,,,,,,,,,
-118.04,34.07,,,,,,,,,,
-118.08,33.88,,,,,,,,,,
-122.43,37.8,,,,,,,,,,
-119.29,34.37,,,,,,,,,,
-122.04,37,,,,,,,,,,
-115.57,32.79,,,,,,,,,,
-117.56,34.42,,,,,,,,,,
-120.63,38.68,,,,,,,,,,
-118.32,34.09,,,,,,,,,,
-118.35,34.08,,,,,,,,,,
-122.27,37.51,,,,,,,,,,
-119.06,35.33,,,,,,,,,,
-117.15,32.9,,,,,,,,,,
-122.47,37.76,,,,,,,,,,
-122.03,37.31,,,,,,,,,,
-119.31,36.32,,,,,,,,,,
-120.58,38.77,,,,,,,,,,
-117.21,34.49,,,,,,,,,,
-122.08,37.65,,,,,,,,,,
-122.25,40.15,,,,,,,,,,
-118.21,34.14,,,,,,,,,,
-122.14,37.73,,,,,,,,,,
-121.59,39.77,,,,,,,,,,
-122.19,37.47,,,,,,,,,,
-120.44,34.95,,,,,,,,,,
-121.78,37.31,,,,,,,,,,
-118.24,34.2,,,,,,,,,,
-121.57,39.16,,,,,,,,,,
-119.84,36.83,,,,,,,,,,
-119.29,34.44,,,,,,,,,,
-118.14,34.18,,,,,,,,,,
-119.57,36.1,,,,,,,,,,
-121.8,37.32,,,,,,,,,,
-118.13,34.16,,,,,,,,,,
-121.9,37.46,,,,,,,,,,
-121.92,37.33,,,,,,,,,,
-123.1,39.36,,,,,,,,,,
-122.86,40.56,,,,,,,,,,
-122.44,37.75,,,,,,,,,,
-120.62,35.12,,,,,,,,,,
-118.36,33.88,,,,,,,,,,
-118.36,33.82,,,,,,,,,,
-118.27,33.77,,,,,,,,,,
-122.28,37.9,,,,,,,,,,
-117.98,33.66,,,,,,,,,,
-118.21,33.93,,,,,,,,,,
-120.43,37.35,,,,,,,,,,
-120.96,37.48,,,,,,,,,,
-117.33,34.12,,,,,,,,,,
-119.81,36.78,,,,,,,,,,
-118.38,34.05,,,,,,,,,,
-117.96,33.8,,,,,,,,,,
-118.43,34.24,,,,,,,,,,
-117.87,33.79,,,,,,,,,,
-124.18,40.79,,,,,,,,,,
-117.24,32.83,,,,,,,,,,
-121.57,37,,,,,,,,,,
-117.37,33.19,,,,,,,,,,
-121.89,37.46,,,,,,,,,,
-122.68,38.01,,,,,,,,,,
-118.31,34.02,,,,,,,,,,
-118.29,33.89,,,,,,,,,,
-117.3,34.12,,,,,,,,,,
-117.3,33.85,,,,,,,,,,
-117.35,33.16,,,,,,,,,,
-122.43,37.76,,,,,,,,,,
-119.01,35.39,,,,,,,,,,
-121.57,37.01,,,,,,,,,,
-122.42,37.65,,,,,,,,,,
-122.43,37.78,,,,,,,,,,
-118.13,33.9,,,,,,,,,,
-118.06,33.82,,,,,,,,,,
-119.22,34.34,,,,,,,,,,
-121.51,38.55,,,,,,,,,,
-121.42,38.5,,,,,,,,,,
-122.26,37.85,,,,,,,,,,
-118.4,33.87,,,,,,,,,,
-118.38,33.89,,,,,,,,,,
-119.95,36.96,,,,,,,,,,
-118.12,34.02,,,,,,,,,,
-117.9,36.95,,,,,,,,,,
-116.28,32.84,,,,,,,,,,
-122.45,37.77,,,,,,,,,,
-121.62,39.76,,,,,,,,,,
-122,38.35,,,,,,,,,,
-121.71,39.25,,,,,,,,,,
-119.19,34.22,,,,,,,,,,
-118.06,33.91,,,,,,,,,,
-118,33.93,,,,,,,,,,
-118.26,34.11,,,,,,,,,,
-118.51,34.26,,,,,,,,,,
-117.96,33.98,,,,,,,,,,
-123.39,38.99,,,,,,,,,,
-121.69,38.16,,,,,,,,,,
-121.93,37.32,,,,,,,,,,
-117.26,33.26,,,,,,,,,,
-121.41,38.53,,,,,,,,,,
-117.9,33.9,,,,,,,,,,
-118.54,36.12,,,,,,,,,,
-117.24,32.82,,,,,,,,,,
-121.9,37.24,,,,,,,,,,
-118.17,33.87,,,,,,,,,,
-117.31,33.16,,,,,,,,,,
-118.41,34.17,,,,,,,,,,
-118.38,34.22,,,,,,,,,,
-117.16,33.73,,,,,,,,,,
-119.71,34.4,,,,,,,,,,
-117.36,33.2,,,,,,,,,,
-118.21,33.8,,,,,,,,,,
-120.93,39.9,,,,,,,,,,
-118.13,33.84,,,,,,,,,,
-118.27,33.93,,,,,,,,,,
-118.05,33.78,,,,,,,,,,
-118.43,34.27,,,,,,,,,,
-118.37,33.91,,,,,,,,,,
-122.5,37.75,,,,,,,,,,
-118.3,34.01,,,,,,,,,,
-119.16,34.15,,,,,,,,,,
-117.04,32.68,,,,,,,,,,
-121.4,38.61,,,,,,,,,,
-118.03,33.93,,,,,,,,,,
-119.89,34.44,,,,,,,,,,
-120.88,38.58,,,,,,,,,,
-118.21,33.79,,,,,,,,,,
-121.46,38.57,,,,,,,,,,
-122.02,37.31,,,,,,,,,,
-118.5,34.16,,,,,,,,,,
-121.32,38.66,,,,,,,,,,
-118.09,33.89,,,,,,,,,,
-118.39,33.82,,,,,,,,,,
-118,33.96,,,,,,,,,,
-117.26,33.19,,,,,,,,,,
-122.47,37.87,,,,,,,,,,
-117.06,32.71,,,,,,,,,,
-117.44,33.93,,,,,,,,,,
-118.12,33.99,,,,,,,,,,
-118.15,34.18,,,,,,,,,,
-120.43,34.69,,,,,,,,,,
-120.84,37.53,,,,,,,,,,
-122.07,37.13,,,,,,,,,,
-118.41,33.96,,,,,,,,,,
-121.51,38.79,,,,,,,,,,
-117.33,33.19,,,,,,,,,,
-116.54,33.87,,,,,,,,,,
-118.5,34.2,,,,,,,,,,
-118.3,33.75,,,,,,,,,,
-117.99,33.73,,,,,,,,,,
-118.11,33.89,,,,,,,,,,
-122.73,38.43,,,,,,,,,,
-119.64,36.34,,,,,,,,,,
-116.87,34.24,,,,,,,,,,
-118.22,33.98,,,,,,,,,,
-122.34,37.97,,,,,,,,,,
-118.08,33.82,,,,,,,,,,
-117.7,33.48,,,,,,,,,,
-118.22,33.88,,,,,,,,,,
-120.97,38.91,,,,,,,,,,
-122.25,37.8,,,,,,,,,,
-118.41,33.88,,,,,,,,,,
-117.04,32.69,,,,,,,,,,
-122.41,38.16,,,,,,,,,,
-120.25,37.93,,,,,,,,,,
-121.98,38.39,,,,,,,,,,
-122.47,37.72,,,,,,,,,,
-118.18,34.13,,,,,,,,,,
-118.09,33.99,,,,,,,,,,
-121.94,37.75,,,,,,,,,,
-117.07,32.74,,,,,,,,,,
-118.14,34.04,,,,,,,,,,
-122.41,37.81,,,,,,,,,,
-117.71,33.63,,,,,,,,,,
-119.64,34.43,,,,,,,,,,
-118.1,33.98,,,,,,,,,,
-122.04,37.39,,,,,,,,,,
-122.03,37.18,,,,,,,,,,
-122.3,37.56,,,,,,,,,,
-117.36,33.92,,,,,,,,,,
-121.38,37.88,,,,,,,,,,
-119.98,38.93,,,,,,,,,,
-117.16,32.71,,,,,,,,,,
-122.36,37.93,,,,,,,,,,
-118.23,34.17,,,,,,,,,,
-118.47,34.1,,,,,,,,,,
-124.14,40.8,,,,,,,,,,
-117.8,33.55,,,,,,,,,,
-118.02,34.12,,,,,,,,,,
-122.74,38.48,,,,,,,,,,
-118.34,33.83,,,,,,,,,,
-120.68,35.29,,,,,,,,,,
-122.45,37.64,,,,,,,,,,
-122.04,37.62,,,,,,,,,,
-122.79,38.54,,,,,,,,,,
-117.22,32.86,,,,,,,,,,
-120.08,39.61,,,,,,,,,,
-118.36,34.15,,,,,,,,,,
-121.36,38.56,,,,,,,,,,
-122.32,41.31,,,,,,,,,,
-121.59,39.75,,,,,,,,,,
-117.3,34.15,,,,,,,,,,
-117.71,33.65,,,,,,,,,,
-118.31,34.26,,,,,,,,,,
-122.04,36.98,,,,,,,,,,
-118.26,34.24,,,,,,,,,,
-118.28,33.96,,,,,,,,,,
-123.5,39.67,,,,,,,,,,
-117.19,33.14,,,,,,,,,,
-121.12,38.86,,,,,,,,,,
-118.41,34.21,,,,,,,,,,
-116.54,33.82,,,,,,,,,,
-121.61,39.76,,,,,,,,,,
-121.99,37.92,,,,,,,,,,
-122.06,37.54,,,,,,,,,,
-122.08,37.72,,,,,,,,,,
-118.93,36.1,,,,,,,,,,
-122.78,38.97,,,,,,,,,,
-121.22,37.97,,,,,,,,,,
-121.47,38.61,,,,,,,,,,
-122.31,37.54,,,,,,,,,,
-122,37.3,,,,,,,,,,
-122.41,37.8,,,,,,,,,,
-118.29,34.05,,,,,,,,,,
-118.61,34.15,,,,,,,,,,
-116.48,33.84,,,,,,,,,,
-118.26,33.78,,,,,,,,,,
-117.34,34.51,,,,,,,,,,
-122.46,37.67,,,,,,,,,,
-118.35,34.11,,,,,,,,,,
-117.3,34.1,,,,,,,,,,
-118.44,34.15,,,,,,,,,,
-118.63,34.18,,,,,,,,,,
-117.95,33.76,,,,,,,,,,
-122.25,37.45,,,,,,,,,,
-117.59,33.65,,,,,,,,,,
-114.49,33.97,,,,,,,,,,
-118.51,34.2,,,,,,,,,,
-122.03,38.01,,,,,,,,,,
-118.43,33.99,,,,,,,,,,
-122.51,37.76,,,,,,,,,,
-119.55,36.69,,,,,,,,,,
-122.24,38.15,,,,,,,,,,
-117.87,34.02,,,,,,,,,,
-122.13,37.7,,,,,,,,,,
-121.33,38.6,,,,,,,,,,
-121.91,37.47,,,,,,,,,,
-118.53,34.04,,,,,,,,,,
-121.33,38,,,,,,,,,,
-117.85,34.06,,,,,,,,,,
-118.43,35.12,,,,,,,,,,
-118.07,33.97,,,,,,,,,,
-117.16,32.78,,,,,,,,,,
-116.29,34.18,,,,,,,,,,
-120.66,35.29,,,,,,,,,,
-119.79,36.77,,,,,,,,,,
-122.14,37.75,,,,,,,,,,
-122.32,37.97,,,,,,,,,,
-119.8,36.83,,,,,,,,,,
-117.33,33.16,,,,,,,,,,
-121.86,37.23,,,,,,,,,,
-122.24,37.81,,,,,,,,,,
-120.85,37.77,,,,,,,,,,
-116.95,33.79,,,,,,,,,,
-117.22,33.22,,,,,,,,,,
-122.23,40.17,,,,,,,,,,
-118.45,34.03,,,,,,,,,,
-118.99,35.27,,,,,,,,,,
-117.58,33.87,,,,,,,,,,
-118.65,36.57,,,,,,,,,,
-121.4,38.66,,,,,,,,,,
-119.46,35.86,,,,,,,,,,
-118.22,33.98,,,,,,,,,,
-118.38,33.82,,,,,,,,,,
-117.77,33.69,,,,,,,,,,
-118.46,34.18,,,,,,,,,,
-122.42,37.79,,,,,,,,,,
-118.31,33.77,,,,,,,,,,
-121.67,37.13,,,,,,,,,,
-121.33,38.57,,,,,,,,,,
-120.83,37.52,,,,,,,,,,
-118.12,33.99,,,,,,,,,,
-118.11,34.07,,,,,,,,,,
-122.67,38.24,,,,,,,,,,
-117.29,34.09,,,,,,,,,,
-121.8,37.19,,,,,,,,,,
-120.3,37.97,,,,,,,,,,
-120.45,34.65,,,,,,,,,,
-119.29,34.23,,,,,,,,,,
-118.34,34.02,,,,,,,,,,
-117.94,33.8,,,,,,,,,,
-116.85,34.26,,,,,,,,,,
-117.89,33.76,,,,,,,,,,
-118.29,34.03,,,,,,,,,,
-118.12,34.06,,,,,,,,,,
-121.41,38.6,,,,,,,,,,
-120.62,35.13,,,,,,,,,,
-118.18,33.8,,,,,,,,,,
-117.51,34.16,,,,,,,,,,
-118.16,34.03,,,,,,,,,,
-118.17,34.11,,,,,,,,,,
-117.69,33.65,,,,,,,,,,
-122.2,37.77,,,,,,,,,,
-121.33,37.96,,,,,,,,,,
-121.84,38.13,,,,,,,,,,
-117.76,34.05,,,,,,,,,,
-122.43,37.79,,,,,,,,,,
-122.32,37.57,,,,,,,,,,
-118.16,34.07,,,,,,,,,,
-124.09,40.95,,,,,,,,,,
-121.99,38.35,,,,,,,,,,
-122.72,38.42,,,,,,,,,,
-122.11,37.66,,,,,,,,,,
-121.84,36.62,,,,,,,,,,
-118.18,34.12,,,,,,,,,,
-122.45,38.27,,,,,,,,,,
-117.91,33.65,,,,,,,,,,
-116.47,33.77,,,,,,,,,,
-122.41,37.73,,,,,,,,,,
-119.78,36.8,,,,,,,,,,
-119.71,34.36,,,,,,,,,,
-118.36,34.03,,,,,,,,,,
-121.89,37.99,,,,,,,,,,
-121.98,37.33,,,,,,,,,,
-118.47,34.25,,,,,,,,,,
-117.26,32.99,,,,,,,,,,
-118.09,34.07,,,,,,,,,,
-118.45,37.25,,,,,,,,,,
-117.78,33.54,,,,,,,,,,
-117.46,33.9,,,,,,,,,,
-121.85,39.74,,,,,,,,,,
-117.29,34.11,,,,,,,,,,
-121.2,37.79,,,,,,,,,,
-118.43,33.96,,,,,,,,,,
-122.11,37.4,,,,,,,,,,
-119.06,36.08,,,,,,,,,,
-118.37,33.88,,,,,,,,,,
-120.79,38.43,,,,,,,,,,
-122.2,39.93,,,,,,,,,,
-122.23,37.76,,,,,,,,,,
-121.99,38.53,,,,,,,,,,
-118.46,34.02,,,,,,,,,,
-115.6,33.04,,,,,,,,,,
-117.22,32.78,,,,,,,,,,
-118.63,34.22,,,,,,,,,,
-124.14,40.72,,,,,,,,,,
-116.43,33.78,,,,,,,,,,
-117.89,33.73,,,,,,,,,,
-117.7,33.53,,,,,,,,,,
-122.47,37.85,,,,,,,,,,
-120.63,38.73,,,,,,,,,,
-118.59,34.2,,,,,,,,,,
-118.36,33.93,,,,,,,,,,
-118.41,33.85,,,,,,,,,,
-117.19,32.77,,,,,,,,,,
-117.78,33.86,,,,,,,,,,
-121.86,39.74,,,,,,,,,,
-119.04,35.31,,,,,,,,,,
-118.26,34.02,,,,,,,,,,
-117.25,34.49,,,,,,,,,,
-120.04,39.27,,,,,,,,,,
-121.42,38.54,,,,,,,,,,
-118.15,34.2,,,,,,,,,,
-118.08,33.88,,,,,,,,,,
-122.43,37.8,,,,,,,,,,
-115.49,32.67,,,,,,,,,,
-120.98,38.34,,,,,,,,,,
-116.14,34.45,,,,,,,,,,
-117.11,32.73,,,,,,,,,,
-118.47,34,,,,,,,,,,
-121.42,37.74,,,,,,,,,,
-122.25,37.82,,,,,,,,,,
-118.05,33.72,,,,,,,,,,
-122.02,36.97,,,,,,,,,,
-115.57,32.8,,,,,,,,,,
-121.29,37.8,,,,,,,,,,
-122.08,37.88,,,,,,,,,,
-121.77,37.65,,,,,,,,,,
-119.81,36.72,,,,,,,,,,
-118.35,33.97,,,,,,,,,,
-118.2,34.19,,,,,,,,,,
-118.79,34.14,,,,,,,,,,
-118.12,34.16,,,,,,,,,,
-118.22,33.96,,,,,,,,,,
-121.3,37.99,,,,,,,,,,
-121.84,36.61,,,,,,,,,,
-117.9,34.07,,,,,,,,,,
-120.4,34.86,,,,,,,,,,
-117.95,33.8,,,,,,,,,,
-118.3,33.94,,,,,,,,,,
-121.6,37.9,,,,,,,,,,
-122.41,37.59,,,,,,,,,,
